user_id,item_id
1356,1548 1551 785 1809 1044 928 680 1067 2993 563
1357,523 1551 28 1828 36 2091 1195 941 3122 184
1358,1548 1044 3349 2968 3358 799 36 680 1067 2862
1359,2688 1551 146 3349 2327 1454 3013 3142 2501 3663
1360,640 3335 528 1937 3349 2326 3358 1454 1583 1216
1361,2054 534 2327 1304 1436 2466 1315 44 175 945
1362,1030 7 146 409 3358 2862 819 201 3663 3409
1363,3594 3340 1808 1298 663 1563 3489 295 169 1961
1364,774 3473 1044 2331 283 3358 2342 1831 680 169
1365,2186 1809 3474 146 2603 3371 2350 2993 183 2250
1366,640 2947 1548 146 3602 2847 2338 2611 310 1079
1367,512 2338 899 1186 2757 198 1861 1546 1067 206
1368,2688 2564 1668 1543 530 534 1404 1436 1439 1057
1369,2564 1030 1551 146 1057 3367 3501 2366 707 2757
1370,1030 1543 146 3350 1304 3358 1316 942 1337 2630
1371,640 1548 1551 2960 1300 1560 928 2980 3371 1852
1372,1543 1551 1044 3358 2980 2342 1831 680 169 1067
1373,2817 1030 146 2067 1303 169 2732 1583 2366 3013
1374,512 2626 2980 2757 680 1640 2250 1067 3053 1583
1375,640 512 1030 1039 146 3349 2328 1560 2210 2980
1376,0 1551 2968 1315 3371 2732 3501 2862 1454 184
1377,2314 1551 146 2210 1831 2603 3371 2630 1223 2122
1378,1030 146 1303 3358 928 2732 2862 1583 1454 1337
1379,3465 1296 1439 677 3367 175 945 1073 1205 1590
1380,131 140 153 32 1057 37 1583 314 322 323
1381,2564 1030 146 928 1186 2603 1454 1583 2366 2502
1382,12 146 3349 790 1304 2980 942 1211 3142 3528
1383,2054 534 1315 1831 44 175 945 1073 188 1223
1384,772 3349 1177 1279 36 1583 2224 52 182 183
1385,2688 772 1030 146 22 1303 1560 928 2210 1454
1386,136 2327 2968 3358 1316 2980 680 3371 3501 1454
1387,1030 146 1304 1057 2732 942 1583 320 201 2250
1388,1551 146 790 1316 3501 942 1583 451 707 3141
1389,1030 1543 3600 146 1315 3371 3013 2757 3529 3402
1390,640 1408 0 1030 1933 146 2335 2745 3013 1223
1391,96 1956 2757 1510 1831 3048 2633 2314 1471 1773
1392,1030 146 44 3653 1223 2248 3663 2903 983 93
1393,1030 2956 1548 3215 1551 3473 3474 146 1946 1439
1394,1039 534 796 44 2862 175 945 1073 1205 3013
1395,1030 1804 2956 1039 146 1811 1303 1057 942 2488
1396,1030 528 146 1304 1315 1831 942 1459 1337 3013
1397,2054 1551 146 2581 3349 1439 169 3371 2988 3501
1398,1928 1548 1551 1811 928 1057 36 3501 1454 2370
1399,779 146 2709 2327 3371 3125 3646 201 463 3663
1400,640 1551 146 2968 1057 2603 1454 1583 2745 3013
1401,146 1811 3349 2328 1453 942 2617 966 201 1227
1402,1668 3205 530 534 3365 2342 44 3119 175 945
1403,2564 146 534 2327 1315 2470 1831 44 175 945
1404,2054 530 534 1184 1315 2980 44 175 945 1073
1405,772 2054 1030 1551 146 3105 1831 3501 3125 3142
1406,1030 1039 146 1315 36 2862 829 1223 201 3663
1407,2314 2067 3220 3349 2326 2968 2331 680 174 1328
1408,1039 2194 3349 2968 2338 2980 2468 2342 680 1067
1409,0 2308 2564 1030 146 3227 2732 451 584 3663
1410,1548 146 3358 928 1956 293 3501 1454 1583 2757
1411,1030 1548 146 1303 3358 928 2210 1831 1454 2630
1412,640 530 534 160 3371 44 175 945 1073 3000
1413,3594 2960 1808 152 1437 2980 166 1840 1084 3390
1414,774 1543 1551 271 1427 3350 409 3358 1315 3501
1415,1551 401 530 1172 534 1560 1186 36 44 175
1416,0 1543 1039 1551 146 1811 3349 2327 2968 36
1417,640 146 3349 2210 2980 2342 1831 2603 1583 52
1418,0 3349 2328 2210 1956 36 2350 1328 52 3002
1419,530 1811 534 2327 1816 1057 37 2732 44 175
1420,1030 1039 146 1304 1315 942 1475 3013 3529 201
1421,530 1811 534 152 2732 44 945 1073 1205 188
1422,1408 0 2054 1030 1933 146 2862 1211 3131 1855
1423,2054 530 534 152 1948 3116 44 175 945 1073
1424,2688 1408 132 3334 1933 3349 2968 2732 2222 2350
1425,146 2067 3349 2968 2840 3358 36 1316 1454 2993
1426,2564 652 3600 534 37 44 2862 3247 175 945
1427,146 790 1304 1057 44 942 175 1840 3528 3529
1428,1039 1551 146 2210 3501 2862 1454 2626 3528 3529
1429,1030 528 146 1304 160 1060 942 584 3656 201
1430,1543 530 1811 534 1560 1057 1186 1316 44 175
1431,2564 772 1030 1548 146 1560 796 928 3013 3269
1432,640 524 1039 2326 2210 546 2470 1831 2603 702
1433,1030 10 528 146 1304 160 942 3000 3262 2500
1434,2054 1937 2067 2327 2328 2968 3371 2862 2350 2484
1435,398 1425 2068 3349 2326 1824 2468 2602 2603 2757
1436,0 1039 915 1692 542 1831 173 1583 182 183
1437,2688 2054 1543 1548 1039 1551 146 1303 3358 928
1438,1030 524 146 1560 1913 2210 1316 2342 3371 1583
1439,0 2817 1408 3203 649 1933 2342 2603 3371 2222
1440,2688 2757 2501 584 169 680 1067 2732 1640 2510
1441,512 2564 779 1551 273 146 1937 1304 2968 2857
1442,1030 1545 146 2862 1583 184 1337 3269 463 3663
1443,3331 3338 3594 1039 1560 3227 2587 1059 169 1449
1444,640 1548 1551 146 793 3358 928 293 3501 2862
1445,452 1030 1510 1640 680 1067 1773 1039 2928 2993
1446,136 12 1551 3473 146 3613 928 2862 2606 190
1447,0 833 3557 966 517 3528 1961 3594 2636 3340
1448,1030 1548 146 1303 1560 928 1315 2603 2862 1583
1449,2688 1030 1039 146 796 44 184 573 3269 3022
1450,3465 530 534 1436 1439 169 1324 44 175 945
1451,640 2054 1030 2314 146 2076 44 942 1858 584
1452,512 1668 1030 2574 146 1315 3371 3119 2484 183
1453,1039 146 1045 1178 1439 1316 44 942 1583 175
1454,640 1030 1551 146 3350 1956 293 2732 942 2617
1455,530 534 2342 44 3119 1456 175 945 1073 1337
1456,2186 1548 1551 146 3349 2968 2980 2603 3501 2606
1457,2564 1551 146 3349 3358 36 293 680 1067 3628
1458,640 1030 1811 2326 2968 2980 1956 1960 1067 2993
1459,132 1030 146 1304 2732 942 3142 201 3663 2646
1460,1030 146 2470 942 1205 1211 1223 201 3663 82
1461,512 524 527 146 3349 3371 2484 183 1086 467
1462,1543 1548 1551 146 1300 1303 1913 2331 3358 928
1463,2688 2050 1546 397 16 2194 2067 799 1831 2732
1464,1030 1543 146 1560 1315 3371 1454 452 3013 1223
1465,772 1030 146 1303 3358 928 2210 1454 2745 3262
1466,512 1546 1551 146 1172 3358 1316 2732 3501 3013
1467,785 913 146 2967 1303 543 1568 2993 3262 2757
1468,1030 778 1932 146 1560 1956 1583 1456 819 3253
1469,1937 790 2199 2328 1178 1184 2980 293 52 2250
1470,0 771 3349 2968 1692 1186 1961 2862 1711 944
1471,1030 146 1560 794 3358 1315 183 3256 1337 3663
1472,802 2210 2342 680 43 2603 1067 2993 2757 463
1473,146 1304 1316 1831 44 942 1583 2745 3013 1223
1474,534 1057 1316 1831 44 175 945 1073 1205 1463
1475,1030 146 3628 942 1583 2366 2370 451 2757 201
1476,1039 1551 146 3349 2297 942 1850 1341 707 2630
1477,3331 2054 2956 3105 34 1315 2980 1059 2470 1449
1478,2688 1030 1548 146 22 1560 152 928 1315 1316
1479,640 146 36 1960 44 942 1583 944 175 1463
1480,772 2956 1937 3474 3349 2328 2980 3371 2350 52
1481,512 1668 1030 146 2068 1560 2350 52 833 2370
1482,512 2185 3349 2328 1560 2980 1831 169 2350 52
1483,772 1551 401 146 2327 2210 942 3382 3646 2630
1484,2564 1543 1551 146 1057 1831 3501 2502 457 204
1485,3594 1811 663 539 1961 1070 2350 1725 833 2119
1486,3600 530 1811 534 3227 1184 1315 37 44 945
1487,1548 1808 146 20 3358 928 3371 176 951 2626
1488,1551 146 3349 2328 3358 1057 1960 3528 3529 463
1489,1030 1551 146 3349 1303 2968 1186 2119 3529 2510
1490,774 2314 16 2584 2331 159 799 2082 2210 3238
1491,2688 1030 146 2603 2745 829 3269 2502 3272 201
1492,3463 2186 1548 2194 1175 928 2342 680 1067 1454
1493,1030 2190 146 1304 1315 942 1715 2364 1861 201
1494,640 1287 1420 1551 1303 2210 36 1831 2603 3501
1495,640 1030 3349 1956 293 3238 2993 52 2757 3529
1496,2692 1551 409 3358 802 169 2857 3501 1454 1583
1497,2688 132 1543 1287 779 1039 1551 1303 3358 928
1498,136 1039 1551 3349 1303 2968 3358 1568 3501 2993
1499,640 1505 2210 36 2630 680 1640 2603 398 1454
1500,146 1831 942 3002 2237 1859 201 3405 3022 1615
1501,640 772 1030 1039 146 3349 2968 3358 2210 36
1502,1044 2968 3358 2980 1316 1956 2342 680 1067 1583
1503,640 1030 146 3349 36 1831 1454 944 2366 463
1504,1030 146 1304 169 942 1583 1211 320 2630 3528
1505,1030 1296 790 2327 534 922 2732 44 945 1073
1506,146 1303 1304 2342 169 942 1592 2626 2630 201
1507,524 1937 3349 2974 3107 3110 1190 3371 1197 3382
1508,640 1030 1548 146 1811 1560 928 293 3238 2617
1509,640 1030 1543 146 2068 1304 1315 2980 3365 942
1510,1030 146 1560 1316 2862 2611 1079 188 829 3153
1511,2564 2054 530 534 1436 2076 3613 1439 2210 37
1512,1937 146 3349 1560 3371 942 1211 3013 2630 3529
1513,2688 772 146 1304 169 942 2745 1859 2500 201
1514,3327 774 1510 3528 198 2314 3435 3405 3022 463
1515,640 2054 16 3474 2067 3349 2968 2468 2470 2350
1516,1809 411 673 293 2342 680 1454 944 2993 563
1517,1543 1296 534 1436 44 945 1073 1858 1223 3656
1518,2564 1030 138 528 146 1304 1315 2862 942 1337
1519,772 1030 1039 146 36 813 2500 3663 2903 983
1520,2564 1039 1303 2968 159 36 3365 3371 1454 1456
1521,3463 397 2067 2338 680 1067 1583 2993 1861 198
1522,3597 1681 146 1937 3349 1560 293 2342 1831 1191
1523,1794 1290 1300 3349 2840 1824 800 1699 1443 1578
1524,640 1928 1548 146 790 928 36 2732 2862 1079
1525,16 530 534 1956 44 175 176 945 1073 183
1526,1030 1545 1039 146 20 2967 1304 165 942 1086
1527,132 2054 3597 3600 145 1811 21 1184 34 3367
1528,271 1913 1690 1824 2603 3371 569 827 1736 3529
1529,640 1044 1303 3358 2210 1831 680 2603 1067 1454
1530,3600 146 1300 1304 160 2980 942 1583 52 3000
1531,640 2688 0 1039 16 3349 2326 2968 2210 2980
1532,121 2980 165 1510 487 584 361 1831 1583 2960
1533,1408 530 539 3227 1184 2980 1831 1711 183 1724
1534,640 1536 3594 3340 2968 152 3227 2732 1855 452
1535,1543 1928 779 1548 1039 1551 1303 796 928 36
1536,640 1030 1543 7 1548 1039 146 928 36 3013
1537,2054 3597 1296 534 1315 3367 3116 44 945 1073
1538,640 1541 3358 1828 1195 3000 1216 1858 453 3656
1539,640 2980 2757 2342 680 3529 1640 1067 1211 3694
1540,1030 136 2828 146 1045 2581 1186 36 2853 1205
1541,2817 1030 523 146 2862 1583 944 573 3269 2248
1542,778 530 534 3614 44 175 1456 304 945 1073
1543,2688 2828 1551 146 1304 2335 36 1316 44 942
1544,1039 530 2581 534 44 175 945 1073 3646 604
1545,3424 928 936 3272 1928 1354 523 2603 106 1548
1546,1808 146 20 1304 44 942 1205 2745 3013 201
1547,772 523 779 146 530 534 1316 175 945 1205
1548,8 2956 3213 13 20 27 30 33 37 1328
1549,1783 530 1811 534 1316 3367 44 175 176 945
1550,512 1030 2314 1551 146 1428 3358 1828 2732 1454
1551,8 12 1293 13 1428 20 153 922 27 30
1552,1655 3597 530 3350 1184 2339 166 1193 44 175
1553,2688 10 3594 1296 2335 1059 177 184 1464 833
1554,1551 1808 146 1811 2709 152 3371 3501 942 320
1555,1033 3597 1551 146 3349 1186 1315 3371 3501 52
1556,2054 530 2070 534 1057 2466 936 2474 3116 44
1557,640 2194 2067 3220 3349 1044 2968 3358 3234 2980
1558,1030 1543 1548 146 3358 928 36 3371 2862 1454
1559,1030 1422 3600 146 44 1456 2370 1868 3663 2903
1560,2054 1030 1548 1804 1551 146 3349 3638 1859 457
1561,0 2308 1039 1937 1428 2199 283 2980 2350 944
1562,1 2 4 6 9 14 18 1045 25 674
1563,2688 1039 1937 3349 2326 2210 2980 1831 169 2603
1564,772 2828 1551 530 534 1186 44 1583 175 945
1565,2528 0 1762 3677 169 2281 1961 204 3532 1100
1566,138 1811 2862 175 945 1073 1205 1720 1740 3151
1567,2054 1543 530 534 44 2862 175 945 1073 3379
1568,1410 2564 132 1551 936 2862 1593 1351 2510 605
1569,0 1668 1669 915 3349 3479 1692 1053 1315 2980
1570,131 140 153 32 1057 3105 2470 1205 314 3131
1571,2688 512 1760 2116 1413 2950 605 1928 2825 2477
1572,1422 1551 2068 1052 1315 44 3501 1454 175 3256
1573,1560 2462 44 2862 2609 945 1851 2630 2120 1740
1574,398 1809 1937 2326 2210 2342 680 169 3371 2993
1575,772 1551 146 2067 3349 1303 2968 3358 2210 169
1576,2308 530 534 2327 931 1315 44 1711 175 945
1577,905 524 1937 2068 3349 157 2342 169 43 2245
1578,138 398 1809 785 1044 3349 293 2342 680 1067
1579,2054 530 3350 534 2073 1315 2474 44 175 945
1580,1030 779 2830 146 1303 1186 3131 3013 457 1997
1581,640 1030 1551 146 2327 1560 1057 36 3501 457
1582,640 3349 160 2980 1830 1961 2350 3000 3262 1471
1583,1030 2314 1551 146 3350 1831 3501 2370 584 3529
1584,640 146 2328 1304 1831 2603 3371 942 3002 1211
1585,1665 1166 1425 2708 2470 569 2745 1480 2761 2256
1586,1551 146 3349 3358 3365 3371 3501 1454 2993 3256
1587,1030 1937 146 1300 1304 3358 2980 942 1454 1848
1588,640 1030 146 790 1560 2210 44 942 1583 1337
1589,2564 1030 1543 146 1304 2328 37 1831 201 3151
1590,3 1543 19 275 280 1688 2076 158 415 420
1591,1030 1543 1039 146 1303 3358 1186 1583 1223 3529
1592,2564 138 1296 530 534 2603 175 945 1073 1720
1593,512 2688 3338 1039 1551 146 2968 2603 2350 2993
1594,1287 523 1420 2827 1551 793 3358 799 928 2988
1595,512 2564 2956 530 534 1316 169 44 175 945
1596,3349 1560 2980 2342 1831 1960 3371 52 1337 3002
1597,1543 2314 1044 3349 1560 2980 2342 1831 680 1067
1598,640 3594 1298 1811 663 3227 1563 2587 3489 2732
1599,1030 1543 146 790 534 674 1316 1828 2086 942
1600,1030 3335 146 1304 2980 942 3000 1216 584 3656
1601,640 644 1928 1548 528 1300 928 2980 1323 310
1602,1548 1039 1551 3358 928 1315 1956 2297 3371 2732
1603,2564 530 534 1560 1316 44 175 945 1073 1590
1604,2054 534 1560 1186 37 166 44 2862 175 945
1605,644 1803 401 1555 2328 928 1316 1323 3377 310
1606,1920 3358 159 2210 2342 43 2993 566 1210 3005
1607,1044 2326 3489 2210 680 2857 1067 2350 2993 563
1608,1039 146 1303 543 1186 1831 3371 942 2366 1223
1609,398 2190 1937 3349 2331 680 2603 1067 2350 2993
1610,1030 1548 146 928 1831 1583 829 1223 3272 3529
1611,1287 2827 1548 1420 1039 3358 928 1315 36 2862
1612,2688 1030 2314 146 3349 3358 2980 2342 2603 2862
1613,640 2688 2626 3203 2980 3172 2342 2757 584 1510
1614,512 2688 1546 1551 1044 1054 159 2350 1078 1211
1615,640 1548 1039 146 3358 1568 2210 1316 1831 1454
1616,640 1030 528 146 1300 160 2980 942 3262 584
1617,1668 650 528 530 534 3365 44 3119 175 945
1618,0 2308 2956 1039 1811 1831 2350 1711 1211 2887
1619,3172 2630 2342 584 680 1640 1067 1583 2993 1491
1620,132 1551 528 146 530 1560 44 175 945 1341
1621,1030 779 1551 146 796 2466 421 1324 44 175
1622,1543 146 1303 796 3358 928 3501 1454 3142 457
1623,1030 1548 1551 785 1303 2338 2468 1956 680 3501
1624,1030 146 2338 1956 52 1337 3663 2768 1490 1746
1625,2784 2757 1510 680 3049 2602 1067 1640 3053 2541
1626,146 1304 1956 2297 3371 942 1583 1456 188 452
1627,132 772 1030 1551 146 3501 573 3142 457 3151
1628,1030 146 1429 2456 3358 3371 1583 692 3649 3013
1629,2561 1030 778 2574 146 1304 3101 2476 174 942
1630,640 2314 1548 146 928 1454 2617 201 3402 1615
1631,1668 3600 530 534 1052 3365 3111 44 175 945
1632,1039 146 3220 2328 2968 152 2470 1067 2350 1454
1633,1928 1551 1303 28 44 3501 573 3653 2248 457
1634,1783 530 534 796 36 44 813 559 175 945
1635,1792 644 1803 1548 785 1560 928 1323 310 950
1636,3456 1287 2828 1548 1039 1551 1303 2327 796 928
1637,640 1030 1551 146 293 3501 1454 1583 1337 3133
1638,1668 1030 146 1304 802 942 183 2500 201 1868
1639,1039 1551 146 1811 1960 3371 1583 52 1211 451
1640,530 1828 44 175 945 1851 3013 2120 1740 2774
1641,640 1039 401 146 3349 1304 2331 2210 36 2603
1642,1030 1543 1548 1551 528 146 928 2862 1583 1590
1643,3463 2186 785 3349 2980 2342 680 1067 2603 2993
1644,1543 1551 146 1186 3110 44 3501 942 1216 2630
1645,1548 1551 1809 1303 3358 928 2210 36 1316 3501
1646,640 1030 1543 1551 146 1316 942 2617 1858 201
1647,1030 146 1315 43 44 175 1470 2370 1475 2382
1648,640 2210 2980 2757 1831 3022 1583 2768 2993 2194
1649,1030 1164 146 152 796 1583 2611 190 1859 201
1650,640 3172 1956 2342 680 1640 1067 1583 2480 2993
1651,640 3215 1044 3358 1956 2342 1831 680 1067 2993
1652,2054 1811 534 44 2862 175 945 1073 1205 3013
1653,131 140 153 32 2342 1319 43 3119 1583 314
1654,131 2956 140 32 3105 2224 314 2365 323 325
1655,2688 1030 146 530 2327 169 44 175 3269 587
1656,640 1928 1548 1551 528 1303 3358 928 3501 2862
1657,2308 2309 1296 534 1315 1193 175 945 1073 1205
1658,2054 530 534 1315 44 175 945 1073 69 1223
1659,2688 1537 1541 2312 3465 3339 1551 2960 2230 195
1660,652 530 406 534 1436 1316 1828 2474 1706 175
1661,1296 530 1811 1045 534 1178 3227 169 3116 44
1662,2564 3205 1030 146 1304 1315 3365 1831 942 1337
1663,2688 512 0 784 1811 2968 3227 2350 1454 1471
1664,2054 1030 3465 785 146 1831 942 966 2502 3529
1665,2314 1044 3358 2342 1831 680 1067 3371 1454 1583
1666,3 138 19 275 406 280 2076 158 41 178
1667,1039 1551 146 3349 2210 2606 2862 942 2745 584
1668,1030 1039 146 1560 1304 942 3269 2630 1223 3529
1669,1 2 4 6 9 14 528 18 25 39
1670,1546 1551 1811 1814 2968 2342 680 1454 2350 2993
1671,772 146 3234 2980 569 584 463 3663 2261 2903
1672,1296 658 534 37 3367 2862 175 561 945 1073
1673,2314 1044 159 2980 3238 2342 680 1067 2732 2993
1674,1030 146 2967 1304 796 2210 942 2745 1083 3529
1675,1030 1543 3473 146 3349 2210 942 3131 2630 3529
1676,131 1543 779 140 153 32 1186 36 184 314
1677,2757 3238 3463 680 1640 2342 293 398 1454 1583
1678,640 1551 1809 1303 2980 293 1831 3501 2862 1454
1679,1669 527 1551 2068 3349 1560 2980 2350 1583 942
1680,1030 10 146 928 1583 2224 1079 3131 829 3646
1681,1551 401 146 1303 928 569 1859 3269 2502 457
1682,1408 2054 1933 401 530 36 44 175 945 2745
1683,1296 401 922 37 44 175 945 1073 1205 1341
1684,2314 3349 2326 2968 1560 3358 2468 2342 169 2732
1685,640 515 3332 16 1044 3349 2331 3358 2980 680
1686,1172 1044 2331 3358 36 2342 1960 680 1067 1583
1687,0 517 3594 2587 1309 1315 1583 1084 833 966
1688,640 785 1044 2967 3358 2342 1831 680 1067 1454
1689,3200 640 3332 1805 1425 2707 2708 3349 1190 1065
1690,512 2116 1413 2950 3432 3561 618 523 2825 3406
1691,640 1030 1551 146 2326 2968 3358 1316 1454 2993
1692,3 19 3476 275 280 2076 158 677 41 298
1693,524 1300 2840 1054 3371 43 569 1096 1354 2127
1694,640 2564 3205 3474 3349 2328 2350 52 3002 1471
1695,2054 1296 530 534 1946 37 175 945 1073 3638
1696,3463 1039 1044 2338 36 2468 2342 680 1067 1454
1697,1408 0 3594 2067 2587 1186 2732 2350 1711 1583
1698,1030 1543 2314 1548 398 146 3358 928 2338 2980
1699,1548 1549 1044 2205 3358 928 1573 680 1067 2862
1700,2688 1030 1548 146 1303 928 1315 3269 3013 1223
1701,2054 12 3349 2199 922 37 1831 169 2350 52
1702,1030 1551 146 1950 2210 3238 2862 1454 2630 3272
1703,2564 1030 1039 1551 146 1303 1057 3501 1592 457
1704,1551 146 2210 1186 2470 3371 52 3262 1859 3663
1705,1287 1420 1037 527 3358 3501 2614 2376 457 1868
1706,1030 1548 1551 146 1811 1560 928 3628 3116 1615
1707,512 1408 1933 146 1304 1052 3365 2342 43 942
1708,132 530 534 1057 44 175 2224 945 1073 1205
1709,1668 1030 650 1551 528 146 1560 2342 183 1475
1710,131 1030 140 1428 153 32 931 1463 314 322
1711,2956 401 146 530 534 2210 44 175 184 458
1712,1030 1548 1039 1551 146 928 1316 1583 2745 3013
1713,2564 772 1030 146 1316 1831 2603 1583 1471 2500
1714,2817 1293 3597 2063 530 3349 2980 3371 52 1471
1715,2564 1548 1551 146 3358 928 2210 36 3371 3501
1716,640 530 534 153 1831 44 175 945 1073 1205
1717,2054 1030 146 796 169 942 190 1858 201 3151
1718,3456 1408 514 1933 1045 2581 31 2080 2466 2853
1719,3203 649 2063 146 3349 3606 1304 3358 2215 43
1720,2688 1030 146 2709 279 2210 44 175 190 2502
1721,1030 1928 146 2709 534 2602 175 945 2502 1223
1722,2564 1039 1937 3349 2326 2328 1831 3371 2350 1583
1723,1030 778 1551 146 3350 1560 810 3501 1454 183
1724,2570 530 534 1057 2466 936 2474 1451 44 175
1725,2688 3082 1039 146 1811 3349 2968 152 3358 169
1726,1030 523 146 1304 3105 942 3646 3269 3529 201
1727,2314 1044 2331 3358 2980 680 1067 2732 2993 563
1728,1543 1783 530 2580 534 2973 44 175 2224 945
1729,640 899 1937 146 3349 2199 2342 1831 1454 2993
1730,146 2067 1304 942 707 451 1223 201 3663 2256
1731,2564 1030 1039 146 2068 1304 1560 2862 942 201
1732,772 1030 1928 146 1560 796 36 2862 184 1354
1733,2210 3203 2501 2757 1831 1640 169 2314 2603 2732
1734,1543 146 1403 1045 3350 2581 2853 942 1583 3013
1735,2688 3473 2067 1044 159 2342 680 1067 2993 563
1736,2688 772 1030 1548 1551 146 1560 928 36 2603
1737,1548 146 1303 2331 3358 928 2210 3371 1454 563
1738,1030 7 146 1304 1560 3614 942 1583 1454 819
1739,132 1030 1551 1808 146 20 810 3371 1587 2745
1740,640 1039 1551 146 1560 1316 36 942 1454 2993
1741,1678 2960 1296 534 3116 44 945 1073 1205 3390
1742,2564 1296 2833 3474 534 1436 1315 3116 175 945
1743,3202 772 1936 534 168 44 175 1328 944 945
1744,1039 1551 3349 2968 2342 680 1067 2862 1454 2993
1745,640 1937 2067 2199 2328 2210 36 2732 2350 1078
1746,1543 530 534 2327 796 44 175 945 1073 1223
1747,523 1045 2581 3482 2853 1318 2611 1079 2502 3151
1748,512 1551 146 530 1560 922 44 175 1592 452
1749,1548 1551 1303 3482 3358 928 680 3501 1454 1583
1750,1030 1551 146 1560 1950 928 2980 3371 2732 1583
1751,1927 3349 3358 2980 680 2993 563 1078 1855 1216
1752,640 1030 1551 146 3350 928 2169 3371 2862 1454
1753,0 1408 1159 1033 1933 2960 1178 3227 1059 1961
1754,772 1551 3349 1303 796 3358 1568 928 36 1316
1755,143 1818 800 1443 2470 1066 555 1578 3382 2118
1756,774 1546 3082 3473 2067 1044 3358 2210 680 2602
1757,384 530 534 36 44 175 945 1073 2493 3269
1758,772 2564 146 3349 1303 3358 928 1960 1454 2993
1759,2564 1543 1928 779 1551 1303 3358 928 1318 3501
1760,1536 0 3340 2326 2968 2587 2980 2350 1583 1328
1761,0 2956 1039 530 534 2587 44 175 945 2874
1762,640 2054 1811 534 1831 44 175 945 1073 1205
1763,1030 779 523 146 3358 2210 36 1316 2732 2500
1764,2688 1920 3332 3215 159 3234 2979 2980 1067 1328
1765,2314 1548 528 146 1560 1304 928 3371 942 2617
1766,640 1044 3349 2331 36 2342 1831 680 2603 1067
1767,6 1030 904 1403 148 1303 1304 36 169 942
1768,1296 3474 2067 790 534 1436 2466 423 175 945
1769,1030 146 2980 942 1078 3000 2500 201 463 3663
1770,1792 2564 2054 1543 1809 146 3349 3371 942 1711
1771,530 1811 534 1315 166 44 175 945 1073 3402
1772,772 1030 1543 1039 146 3349 2968 796 1315 169
1773,2817 1296 530 534 2466 36 44 175 945 1073
1774,1030 1039 146 2199 1568 2857 3371 1711 3262 3013
1775,772 146 3349 37 44 175 3382 452 2500 2502
1776,2564 146 3349 2328 36 942 3272 201 463 208
1777,1296 3350 406 534 1315 3367 44 175 1840 945
1778,1545 1035 1560 2716 2847 673 2342 680 1454 2993
1779,2342 680 1067 1454 1583 2993 563 2626 2757 584
1780,2054 1543 1030 1039 146 1811 1560 1304 1831 942
1781,904 148 1045 279 2327 36 1828 2862 2366 3013
1782,10 528 3349 2968 3358 680 1454 1583 2993 563
1783,1030 146 1303 1560 3358 2342 43 1583 2370 1223
1784,1408 1030 1933 146 1560 152 2847 36 2732 2862
1785,512 524 1551 1560 3111 3371 3501 1454 3256 457
1786,2564 138 530 534 1184 1057 36 1324 44 175
1787,1551 146 2067 1303 796 543 928 3501 942 1211
1788,512 0 3349 2968 3227 293 3371 2350 1723 1471
1789,132 1039 146 2067 2709 2710 1304 942 559 201
1790,904 523 779 148 796 1186 1583 944 2366 3013
1791,772 146 2067 3349 928 2980 3371 942 1078 2488
1792,772 401 146 534 3365 44 2606 175 2224 2617
1793,1792 1287 2827 1548 1420 1809 1560 3358 928 293
1794,1668 138 1039 1296 1436 1439 809 2732 44 945
1795,146 3349 36 2980 1831 1960 942 52 2757 201
1796,2688 2054 1030 1937 146 3349 2968 1315 3371 2630
1797,1410 650 1422 530 534 1560 802 43 44 175
1798,640 1030 1551 146 1316 1831 3367 2757 584 457
1799,1545 528 146 3349 1304 3101 3358 2345 3371 942
1800,1808 146 3349 1304 1690 165 942 176 2626 201
1801,2314 1551 146 2210 36 2602 3501 1454 1711 563
1802,530 1811 534 44 175 945 1073 3516 3142 604
1803,512 3594 1811 2327 3227 1315 1059 1831 1449 2862
1804,904 1551 148 1303 3358 2210 1186 169 2732 1205
1805,2688 1920 2050 3215 1809 2334 159 293 2222 3124
1806,3172 3238 2342 1640 2633 2314 2603 3048 680 1067
1807,1030 1551 146 1304 942 201 3276 3663 2903 3418
1808,2564 136 1928 523 1551 1303 543 928 3501 1454
1809,2186 2314 398 1551 1809 146 1316 3501 2222 1454
1810,1551 1300 3349 1303 3358 3501 1454 1583 1216 3013
1811,1039 146 3349 2968 2980 2297 1831 3371 2732 2222
1812,0 1808 3227 1279 36 1583 52 182 573 1471
1813,512 901 528 530 534 44 429 942 175 945
1814,530 1045 2581 534 922 36 2853 44 1583 1968
1815,3597 1551 146 1045 3349 3358 2210 36 2603 3371
1816,1030 3349 2968 2338 3238 680 2603 1454 2350 944
1817,1296 406 2457 1436 1315 1572 3116 44 945 1205
1818,512 1039 1551 1044 3349 3358 2980 1067 1454 2993
1819,911 16 1044 2968 3358 2210 680 1067 2993 563
1820,640 3600 1044 2980 1573 2342 680 1067 174 1583
1821,1030 3474 146 2076 1831 2350 1583 2757 3532 3663
1822,3332 649 398 3349 680 1067 1328 2993 563 1078
1823,640 2210 36 3272 1001 2603 3532 3371 2350 1583
1824,7 2825 10 779 523 1548 2963 928 35 1830
1825,1030 1287 1551 146 3482 2210 2297 3371 2732 942
1826,3072 514 779 1551 530 31 1186 44 3501 175
1827,640 3172 2757 2342 1831 1640 3049 2602 680 1067
1828,1030 146 1560 1186 942 201 3663 3153 467 2903
